2024-12-08 02:41:42,274 - ModelTrainer - INFO - Initialized ModelTrainer with 100 trials and 15 workers
2024-12-08 02:41:42,274 - ModelTrainer - INFO - Starting overnight training pipeline...
2024-12-08 02:41:42,274 - ModelTrainer - INFO - Loading data...
2024-12-08 02:41:42,748 - ModelTrainer - INFO - Data loaded in 0.47 seconds
2024-12-08 02:41:42,748 - ModelTrainer - INFO - Train shape: (2431886, 20)
2024-12-08 02:41:42,748 - ModelTrainer - INFO - Valid shape: (256128, 20)
2024-12-08 02:41:42,748 - ModelTrainer - INFO - Test shape: (256157, 20)
2024-12-08 02:41:42,748 - ModelTrainer - INFO - Features: ['hour', 'day_of_week', 'month', 'is_weekend', 'temperature_2m', 'relative_humidity_2m', 'wind_speed_10m', 'building_class_encoded', 'cluster_size', 'demand_lag_24h', 'demand_lag_168h', 'demand_rolling_mean_24h']
2024-12-08 02:41:42,780 - ModelTrainer - INFO - Optimizing and training lightgbm...
2024-12-08 02:43:25,928 - ModelTrainer - DEBUG - LightGBM trial 0: score=209.5200, time=103.14s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 27, 'learning_rate': 0.01977650535590806, 'feature_fraction': 0.778121598117462, 'bagging_fraction': 0.7512790736857999, 'min_child_samples': 49, 'reg_alpha': 9.835282336384854e-08, 'reg_lambda': 0.00029611292436187433}
2024-12-08 02:43:32,752 - ModelTrainer - DEBUG - LightGBM trial 12: score=195.2964, time=108.79s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 31, 'learning_rate': 0.026238279672636856, 'feature_fraction': 0.8172099283531095, 'bagging_fraction': 0.7951354263892905, 'min_child_samples': 35, 'reg_alpha': 1.7095385984548995e-05, 'reg_lambda': 3.585965141666351e-08}
2024-12-08 02:43:48,751 - ModelTrainer - DEBUG - LightGBM trial 3: score=181.6694, time=125.82s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 42, 'learning_rate': 0.054383303816734216, 'feature_fraction': 0.898952140045689, 'bagging_fraction': 0.9975923846441235, 'min_child_samples': 14, 'reg_alpha': 4.0551988488952455, 'reg_lambda': 0.21099982142054632}
2024-12-08 02:44:03,370 - ModelTrainer - DEBUG - LightGBM trial 9: score=185.6152, time=139.81s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 51, 'learning_rate': 0.08862879203543733, 'feature_fraction': 0.7389148026543217, 'bagging_fraction': 0.8903916782515898, 'min_child_samples': 20, 'reg_alpha': 0.0014225050554671874, 'reg_lambda': 0.001743254597930179}
2024-12-08 02:44:08,832 - ModelTrainer - DEBUG - LightGBM trial 13: score=192.7698, time=144.53s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 49, 'learning_rate': 0.028079806750975093, 'feature_fraction': 0.7879699260130597, 'bagging_fraction': 0.7524128796407425, 'min_child_samples': 38, 'reg_alpha': 0.498208405443697, 'reg_lambda': 2.1773435117071123e-06}
2024-12-08 02:44:21,372 - ModelTrainer - DEBUG - LightGBM trial 2: score=212.5839, time=158.49s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 58, 'learning_rate': 0.018619601611239496, 'feature_fraction': 0.8392603565339539, 'bagging_fraction': 0.7903833172412307, 'min_child_samples': 39, 'reg_alpha': 1.4253411886689031e-07, 'reg_lambda': 8.97236585564286}
2024-12-08 02:44:29,917 - ModelTrainer - DEBUG - LightGBM trial 6: score=231.2360, time=166.65s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 63, 'learning_rate': 0.014458001280153074, 'feature_fraction': 0.8232632949341356, 'bagging_fraction': 0.7233315298490433, 'min_child_samples': 19, 'reg_alpha': 1.7343106049056563e-05, 'reg_lambda': 0.00013828318815988926}
2024-12-08 02:44:33,622 - ModelTrainer - DEBUG - LightGBM trial 7: score=241.7148, time=170.27s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 61, 'learning_rate': 0.01275700309084531, 'feature_fraction': 0.784545493859075, 'bagging_fraction': 0.9570937959055799, 'min_child_samples': 49, 'reg_alpha': 6.347888716603295e-07, 'reg_lambda': 0.03862394607417725}
2024-12-08 02:44:39,240 - ModelTrainer - DEBUG - LightGBM trial 1: score=184.9856, time=176.37s, params={'objective': 'regression', 'metric': 'mae', 'boosting_type': 'gbdt', 'num_leaves': 70, 'learning_rate': 0.07869645221340511, 'feature_fraction': 0.7160383398083016, 'bagging_fraction': 0.8240019208639179, 'min_child_samples': 37, 'reg_alpha': 1.4902477906993516, 'reg_lambda': 1.2943532218862975e-06}
